type: 4  ;;; serialno: 1  ;;; thread_id: 27894  ;;; thread_name: "dconf worker"  ;;; syscall_name: "restart_syscall"  ;;; syscall_param: "None"  ;;; syscall_ret_val: "None"  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 221  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLIN}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 222  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1 #\366\3\0\0\0!\0\0\0\0\0\0\0\3\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\3\0\340\0\244\0\340\0\36\0 \1", 4096}], msg_controllen=0, msg_flags=0}, 0"  ;;; syscall_ret_val: 44  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 223  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab110, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 224  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab110, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 225  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLOUT}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 226  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "writev"  ;;; syscall_param: "3<UNIX:[92285->90870]>, [{"+\0\1\0", 4}, {NULL, 0}, {"", 0}], 3"  ;;; syscall_ret_val: 4  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 227  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLIN}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 228  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\2$\366\0\0\0\0\4\0\340\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0"  ;;; syscall_ret_val: 32  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 229  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab1a0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 230  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab1a0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 231  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLOUT}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 232  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "writev"  ;;; syscall_param: "3<UNIX:[92285->90870]>, [{"\24\0\6\0%\2\0\0\212\1\0\0!\0\0\0\0\0\0\0\377\377\377\377", 24}, {NULL, 0}, {"", 0}], 3"  ;;; syscall_ret_val: 24  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 233  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLIN}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 234  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1 %\366\3\0\0\0!\0\0\0\0\0\0\0\3\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\36\0 \1\3\0\340\0\244\0\340\0", 4096}], msg_controllen=0, msg_flags=0}, 0"  ;;; syscall_ret_val: 44  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 235  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab110, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 236  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab110, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 237  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLOUT}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 238  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "writev"  ;;; syscall_param: "3<UNIX:[92285->90870]>, [{"+\0\1\0", 4}, {NULL, 0}, {"", 0}], 3"  ;;; syscall_ret_val: 4  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 239  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLIN}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 240  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\2&\366\0\0\0\0\4\0\340\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0"  ;;; syscall_ret_val: 32  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 241  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab1a0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 242  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab1a0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 243  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLOUT}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 244  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "writev"  ;;; syscall_param: "3<UNIX:[92285->90870]>, [{"\24\0\6\0%\2\0\0\34\1\0\0!\0\0\0\0\0\0\0\377\377\377\377", 24}, {NULL, 0}, {"", 0}], 3"  ;;; syscall_ret_val: 24  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 245  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLIN}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 246  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1 '\366\1\0\0\0!\0\0\0\0\0\0\0\1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\3\0\340\0", 4096}], msg_controllen=0, msg_flags=0}, 0"  ;;; syscall_ret_val: 36  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 247  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab120, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 248  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab120, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 249  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLOUT}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 250  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "writev"  ;;; syscall_param: "3<UNIX:[92285->90870]>, [{"+\0\1\0", 4}, {NULL, 0}, {"", 0}], 3"  ;;; syscall_ret_val: 4  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 251  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLIN}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 252  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\2(\366\0\0\0\0\4\0\340\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0"  ;;; syscall_ret_val: 32  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 253  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab1b0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 254  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab1b0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 255  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 256  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0"  ;;; syscall_ret_val: 0  ;;; syscall_ret_val_info: "Timeout"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 257  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLOUT}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 258  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "writev"  ;;; syscall_param: "3<UNIX:[92285->90870]>, [{"5\30\4\0!\337 \1\36\0 \1O\0\30\0007\0\7\0\"\337 \1!\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0\"\337"..., 272}, {NULL, 0}, {"", 0}], 3"  ;;; syscall_ret_val: 272  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 259  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 260  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 261  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 252"  ;;; syscall_ret_val: 0  ;;; syscall_ret_val_info: "Timeout"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 262  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLOUT}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 263  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "writev"  ;;; syscall_param: "3<UNIX:[92285->90870]>, [{"<\30\2\0\314\336 \1<\0\2\0\315\336 \1<\0\2\0\316\336 \1\207\6\2\0\313\336 \1\4\0\2\0\311\336 \1", 40}, {NULL, 0}, {"", 0}], 3"  ;;; syscall_ret_val: 40  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 264  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\21\0;\366\311\336 \1\311\336 \1\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\21\0;\366%\2\0\0\311\336 \1\0\0\0\0\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0"  ;;; syscall_ret_val: 576  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 265  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 266  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0"  ;;; syscall_ret_val: 0  ;;; syscall_ret_val_info: "Timeout"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 267  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 268  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 269  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 820"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLIN}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 270  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\7\3;\366\361\266+\6%\2\0\0\36\0 \1\0\0\0\0\30\0\353\2\30\0\5\0\0\0\0\2\6\0;\366\361\266+\6%\2\0\0\36\0 \1\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0"  ;;; syscall_ret_val: 64  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 271  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "recvmsg"  ;;; syscall_param: "3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0"  ;;; syscall_ret_val: -1  ;;; syscall_ret_val_info: "None"  ;;; errno: "EAGAIN"  ;;; error_info: "Resource temporarily unavailable"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 272  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0"  ;;; syscall_ret_val: 0  ;;; syscall_ret_val_info: "Timeout"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 273  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0"  ;;; syscall_ret_val: 0  ;;; syscall_ret_val_info: "Timeout"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 274  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "poll"  ;;; syscall_param: "[{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "[{fd=3, revents=POLLOUT}]"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
type: 1  ;;; serialno: 275  ;;; thread_id: 27887  ;;; thread_name: "lxpanel"  ;;; syscall_name: "writev"  ;;; syscall_param: "3<UNIX:[92285->90870]>, [{"\2\30\4\0\36\0 \1\0@\0\0\0\0\0\0&\0\2\0\36\0 \1", 24}, {NULL, 0}, {"", 0}], 3"  ;;; syscall_ret_val: 24  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; exit_with_code: "None"
